clip_name,frame_nr,person_id,nose_x,nose_y,neck_x,neck_y,rshoulder_x,rshoulder_y,relbow_x,relbow_y,rwrist_x,rwrist_y,lshoulder_x,lshoulder_y,lelbow_x,lelbow_y,lwrist_x,lwrist_y,midhip_x,midhip_y,rhip_x,rhip_y,rknee_x,rknee_y,rankle_x,rankle_y,lhip_x,lhip_y,lknee_x,lknee_y,lankle_x,lankle_y,reye_x,reye_y,leye_x,leye_y,rear_x,rear_y,lear_x,lear_y,lbigtoe_x,lbigtoe_y,lsmalltoe_x,lsmalltoe_y,lheal_x,lheal_y,rbigtoe_x,rbigtoe_y,rsmalltoe_x,rsmalltoe_y,rheal_x,rheal_y,nose_v,neck_v,rshoulder_v,relbow_v,rwrist_v,lshoulder_v,lelbow_v,lwrist_v,midhip_v,rhip_v,rknee_v,rankle_v,lhip_v,lknee_v,lankle_v,reye_v,leye_v,rear_v,lear_v,lbigtoe_v,lsmalltoe_v,lheal_v,rbigtoe_v,rsmalltoe_v,rheal_v,label,status
1p_Eero_1_05122021_choreo1,12,0,238.945,171.219,251.371,306.627,168.629,301.685,130.922,449.648,131.135,585.217,331.72,306.655,374.446,429.663,402.044,552.644,253.93,572.663,201.313,570.241,193.712,748.393,191.362,893.909,309.157,572.722,291.686,755.906,248.837,898.994,221.355,166.146,254.077,161.073,201.31,193.803,288.993,191.123,234.017,916.617,253.984,916.621,236.389,916.574,193.78,916.592,176.195,916.575,203.747,916.577,0.8818969999999999,0.8943049999999999,0.790148,0.872647,0.8467659999999999,0.831951,0.8849100000000001,0.843812,0.6810400000000001,0.622869,0.723838,0.620733,0.686036,0.7440319999999999,0.633826,0.8796069999999999,0.8698269999999999,0.8370639999999999,0.942255,0.184937,0.205561,0.36358399999999996,0.233612,0.263937,0.375467,,
1p_Eero_1_05122021_choreo1,13,0,238.934,176.207,251.372,306.729,168.727,304.188,130.978,449.718,133.561,575.243,329.335,309.101,371.893,429.695,402.013,552.637,251.581,570.183,203.791,570.139,193.844,750.809,198.78,878.9,309.119,570.212,291.726,753.414,248.83,896.488,221.388,168.722,256.464,168.516,201.317,198.801,289.004,193.722,236.386,916.58,251.517,916.604,238.885,916.56,196.273,916.585,178.727,901.535,206.279,896.472,0.8379759999999999,0.908045,0.811465,0.8828659999999999,0.8487049999999999,0.849028,0.9244089999999999,0.8409789999999999,0.691932,0.632431,0.744429,0.48422299999999996,0.685433,0.769264,0.657231,0.919057,0.899007,0.830673,0.917419,0.217658,0.260312,0.359979,0.23513099999999998,0.23157599999999998,0.25419,,
1p_Eero_1_05122021_choreo1,14,0,238.97,186.119,251.424,309.168,171.111,306.665,131.071,449.672,138.524,572.68,329.311,309.246,369.475,432.096,399.539,552.57,251.578,567.682,203.795,565.197,198.768,745.903,206.261,851.324,306.73,570.122,291.686,750.848,248.915,893.848,223.828,171.248,254.065,168.767,203.786,206.28,288.984,198.755,233.882,916.544,251.469,916.582,236.387,896.462,203.748,893.972,188.619,891.49,206.274,858.846,0.8359139999999999,0.919229,0.824757,0.864004,0.8557079999999999,0.8614109999999999,0.924734,0.84928,0.6738500000000001,0.616502,0.697526,0.539737,0.660523,0.759729,0.705035,0.904813,0.922292,0.859671,0.8909619999999999,0.273595,0.323606,0.38626299999999997,0.491834,0.550393,0.22331099999999998,,
1p_Eero_1_05122021_choreo1,15,0,238.952,188.623,251.406,311.599,171.142,309.117,131.118,437.24,145.973,570.113,329.273,311.678,369.29,432.158,397.039,552.529,251.47,567.643,201.27,565.168,191.352,740.878,216.325,793.483,306.651,567.711,291.632,748.422,248.981,891.506,223.868,173.734,256.465,171.254,203.801,208.74,288.976,203.809,231.453,898.986,256.497,916.578,236.412,894.031,203.783,873.875,188.774,868.793,231.357,788.503,0.8719100000000001,0.9257679999999999,0.8388209999999999,0.8305009999999999,0.865547,0.864238,0.891304,0.863539,0.683287,0.608945,0.725362,0.795334,0.655857,0.75809,0.751802,0.8772449999999999,0.909782,0.878532,0.8988389999999999,0.329866,0.348885,0.392389,0.7201409999999999,0.631357,0.6670809999999999,,
1p_Eero_1_05122021_choreo1,16,0,238.968,188.798,251.361,311.699,171.165,309.193,133.467,447.138,146.076,567.663,329.184,311.781,361.923,432.266,394.488,550.152,251.422,565.18,198.731,562.701,193.742,735.823,226.41,773.418,306.645,567.63,291.555,750.865,248.879,896.441,226.32,181.173,256.453,176.144,206.254,211.221,286.576,208.757,231.465,916.553,256.522,916.599,241.388,916.567,211.353,851.31,201.3,841.271,236.46,765.989,0.88582,0.9218719999999999,0.846783,0.828997,0.8590129999999999,0.841881,0.8421069999999999,0.8936700000000001,0.683947,0.611965,0.755058,0.8375579999999999,0.6495639999999999,0.7638849999999999,0.664439,0.863038,0.879729,0.901636,0.9312469999999999,0.22104000000000001,0.25016,0.32867199999999996,0.7856489999999999,0.642343,0.702503,,
1p_Eero_1_05122021_choreo1,17,0,238.969,191.264,249.049,314.242,171.171,311.655,133.563,442.172,148.475,565.192,326.783,316.724,354.467,437.149,391.961,550.189,251.445,560.185,201.29,560.17,196.31,728.282,228.973,765.95,304.17,560.176,289.141,743.409,248.822,896.577,226.345,186.238,254.04,183.704,206.319,211.413,286.518,211.308,231.37,916.573,251.458,916.619,236.435,916.578,218.882,833.781,208.815,828.64,243.895,755.912,0.8875959999999999,0.908967,0.8473269999999999,0.8187939999999999,0.8539279999999999,0.808005,0.831058,0.922024,0.690928,0.618107,0.707691,0.825406,0.641699,0.714931,0.611513,0.899542,0.875324,0.9046449999999999,0.908169,0.207791,0.220583,0.33699199999999996,0.7908459999999999,0.723723,0.717754,,
1p_Eero_1_05122021_choreo1,18,0,238.874,193.835,248.991,316.734,171.147,311.756,136.09,437.177,148.54,562.637,324.271,321.693,351.917,434.75,389.433,550.215,251.423,555.185,203.766,555.208,198.739,713.375,231.393,755.982,301.666,555.138,286.637,743.349,248.925,896.452,226.301,188.833,253.973,188.718,206.244,213.931,284.124,213.861,231.424,916.564,251.432,916.609,243.93,916.568,226.375,826.185,211.339,813.689,243.974,750.951,0.845706,0.9019419999999999,0.854028,0.8027409999999999,0.843787,0.785219,0.8801829999999999,0.915033,0.702908,0.626618,0.733536,0.8187200000000001,0.648843,0.674611,0.6647649999999999,0.9274300000000001,0.9301929999999999,0.867709,0.890848,0.226954,0.261242,0.34066199999999996,0.8171189999999999,0.762527,0.730603,,
1p_Eero_1_05122021_choreo1,19,0,236.367,206.208,248.93,321.69,171.14,314.174,141.016,432.278,148.576,557.675,319.202,324.255,349.43,434.747,384.524,550.109,251.378,552.682,203.777,552.718,203.818,708.177,231.424,756.013,296.649,552.634,286.571,735.874,248.917,896.478,223.81,191.346,251.567,191.214,203.779,221.385,279.045,216.372,231.446,916.563,251.426,916.607,243.914,916.57,221.367,821.161,208.87,811.223,246.389,753.429,0.8635900000000001,0.8858900000000001,0.844499,0.819336,0.8525800000000001,0.792724,0.894793,0.870091,0.719266,0.640072,0.694012,0.812126,0.6665700000000001,0.689489,0.671126,0.895547,0.953075,0.83877,0.8516900000000001,0.225233,0.25323799999999996,0.346119,0.7854669999999999,0.7876409999999999,0.6896939999999999,,
1p_Eero_1_05122021_choreo1,20,0,233.935,208.72,248.857,321.746,171.192,314.209,141.019,432.282,148.578,557.643,314.281,326.692,349.309,437.173,374.496,550.053,249.026,550.195,203.741,552.6,208.746,708.19,231.417,765.956,294.166,550.149,286.509,730.763,249.023,891.491,221.359,196.284,251.497,193.731,203.794,226.359,276.568,223.851,236.446,916.554,254.027,916.594,241.459,896.474,221.357,821.175,208.873,813.569,243.956,760.911,0.918939,0.8782939999999999,0.844949,0.820303,0.860134,0.822178,0.8766600000000001,0.895675,0.728476,0.644539,0.693654,0.8086700000000001,0.68813,0.6966359999999999,0.774436,0.8522900000000001,0.9522189999999999,0.870197,0.8647009999999999,0.226127,0.289615,0.41048199999999996,0.7650739999999999,0.778689,0.592724,,
1p_Eero_1_05122021_choreo1,21,0,231.532,211.224,246.406,326.701,171.101,316.769,141.041,437.241,148.554,555.222,311.844,329.159,346.784,437.223,371.84,547.647,248.903,552.6,198.777,552.649,211.248,710.659,231.387,773.473,291.725,552.567,281.591,725.803,249.011,893.935,218.874,203.828,251.376,198.736,203.813,228.783,274.085,226.351,238.922,916.566,258.98,916.597,243.958,916.548,221.322,826.17,208.837,813.716,241.45,771.006,0.9531400000000001,0.865993,0.8238449999999999,0.76485,0.8698549999999999,0.854408,0.8132600000000001,0.9019159999999999,0.710332,0.641098,0.6700100000000001,0.8177800000000001,0.696251,0.672647,0.753747,0.850717,0.9224469999999999,0.865116,0.900237,0.206223,0.255675,0.35482199999999997,0.716505,0.758203,0.562927,,
1p_Eero_1_05122021_choreo1,22,0,231.454,213.861,243.979,329.137,171.096,321.766,141.046,439.688,148.519,552.671,311.753,329.274,341.855,442.194,366.882,547.57,248.856,550.145,198.784,550.18,211.223,695.664,231.356,775.973,291.636,550.119,276.587,718.265,249.066,891.438,216.35,208.807,249.047,208.704,201.295,228.999,271.631,228.936,243.917,916.549,259.009,916.582,243.908,896.519,221.356,823.725,208.891,813.732,241.44,776.019,0.8998149999999999,0.872582,0.836498,0.771543,0.9042169999999999,0.878579,0.802361,0.8610559999999999,0.710704,0.655512,0.6995469999999999,0.795179,0.709909,0.683317,0.765145,0.909841,0.965526,0.8769039999999999,0.972941,0.24639799999999998,0.315252,0.408922,0.6670889999999999,0.725237,0.514405,,
1p_Eero_1_05122021_choreo1,23,0,231.325,223.856,241.449,329.224,171.125,324.285,136.017,444.743,148.428,552.583,309.297,329.342,336.84,442.255,359.379,547.593,248.826,547.602,201.268,547.632,211.227,693.188,231.429,783.493,291.527,547.593,274.087,713.257,251.358,888.93,213.81,211.373,248.937,211.23,198.747,233.902,271.521,231.534,238.955,898.977,259.008,916.568,243.938,894.039,216.346,826.163,208.807,813.733,243.963,788.484,0.9001889999999999,0.862594,0.843472,0.810867,0.910152,0.875404,0.811469,0.852532,0.7118329999999999,0.6706719999999999,0.7515379999999999,0.7605200000000001,0.7174900000000001,0.726985,0.742227,0.935255,0.9790139999999999,0.8352729999999999,0.959492,0.316774,0.37183000000000005,0.423369,0.7013600000000001,0.7490089999999999,0.5094259999999999,,
1p_Eero_1_05122021_choreo1,24,0,228.96,228.817,238.897,329.353,171.059,329.185,138.492,442.24,145.971,550.101,309.175,331.728,334.266,439.692,354.318,545.105,246.419,547.595,198.789,547.605,208.907,690.747,231.521,783.559,289.136,547.624,271.67,710.682,251.447,888.904,211.422,213.889,248.862,213.803,196.26,241.403,269.122,238.926,243.902,896.619,261.53,916.563,246.389,893.992,216.31,823.712,208.872,813.688,246.476,790.958,0.9282549999999999,0.881996,0.874243,0.792693,0.883689,0.8748859999999999,0.840685,0.870328,0.7141679999999999,0.682577,0.7794000000000001,0.761732,0.730768,0.717483,0.736066,0.922611,0.9424100000000001,0.810164,0.9378259999999999,0.345987,0.39571799999999996,0.449231,0.7158519999999999,0.771721,0.5165609999999999,,
1p_Eero_1_05122021_choreo1,25,0,228.925,231.285,236.414,331.709,168.745,329.344,141.041,442.19,143.511,547.627,309.102,331.74,331.874,437.252,351.761,542.557,246.383,545.106,201.234,545.115,211.238,690.672,233.903,778.576,289.037,545.133,274.037,705.712,253.981,876.458,211.426,221.354,246.469,218.849,196.227,246.433,268.997,246.4,248.884,894.084,266.541,896.497,249.001,891.391,216.386,823.724,208.862,813.701,248.953,786.077,0.9446859999999999,0.9011669999999999,0.8844289999999999,0.785702,0.8562409999999999,0.8825139999999999,0.860336,0.875844,0.7062689999999999,0.680646,0.7830309999999999,0.755452,0.725866,0.718345,0.692421,0.8970659999999999,0.88624,0.853177,0.947942,0.5301009999999999,0.557367,0.465267,0.736923,0.784743,0.49363199999999996,,
1p_Eero_1_05122021_choreo1,26,0,228.83,233.864,236.39,331.84,168.731,331.784,143.528,444.664,138.552,547.58,306.723,331.817,331.813,437.227,349.264,537.637,246.341,542.625,201.242,545.055,211.284,690.594,233.983,778.506,288.986,545.071,274.155,700.696,263.99,871.426,211.353,226.408,243.979,226.335,193.82,246.499,268.917,246.482,251.404,893.931,269.081,894.043,251.566,881.386,221.343,823.673,208.891,813.668,248.969,786.01,0.927488,0.904752,0.8867800000000001,0.796024,0.852107,0.871709,0.872034,0.8625600000000001,0.691975,0.674013,0.769239,0.7532300000000001,0.7094900000000001,0.730229,0.736475,0.9374589999999999,0.880064,0.878296,0.9415789999999999,0.6929139999999999,0.667059,0.497936,0.728706,0.7868109999999999,0.48441599999999996,,
1p_Eero_1_05122021_choreo1,27,0,228.745,233.944,233.962,331.855,168.736,331.782,146.02,439.734,136.037,542.628,306.627,331.871,331.794,437.212,344.368,535.159,246.348,542.606,201.286,545.073,211.246,688.088,233.944,781.023,286.631,542.593,281.623,695.688,268.92,868.809,211.301,228.829,243.873,228.769,193.747,248.852,266.522,248.841,251.498,893.869,271.533,893.981,261.5,873.956,223.873,823.696,211.278,813.706,248.871,788.539,0.9022300000000001,0.9085789999999999,0.887219,0.811103,0.8291000000000001,0.861089,0.8765759999999999,0.8462759999999999,0.6972309999999999,0.6793009999999999,0.76522,0.7720429999999999,0.704971,0.74863,0.7435459999999999,0.959073,0.883621,0.8928659999999999,0.930639,0.6863889999999999,0.666887,0.462516,0.734193,0.806588,0.525143,,
1p_Eero_1_05122021_choreo1,28,0,226.407,234.005,233.957,331.839,171.079,331.777,148.44,437.228,133.604,542.553,304.165,331.854,331.746,437.178,339.347,535.138,243.963,537.625,201.244,537.629,211.214,678.081,233.993,778.529,286.621,537.61,286.51,693.109,269.114,853.885,211.281,228.935,238.966,228.84,193.747,248.946,264.005,248.924,259.027,886.368,279.056,886.396,266.484,868.838,228.896,821.199,211.435,813.676,248.867,788.509,0.890316,0.9117379999999999,0.8944869999999999,0.835869,0.834958,0.8511259999999999,0.8928200000000001,0.8390200000000001,0.695163,0.6781429999999999,0.796821,0.7853789999999999,0.71242,0.773498,0.7862089999999999,0.972109,0.888826,0.911825,0.9318829999999999,0.60511,0.646627,0.500247,0.745714,0.800211,0.516649,,
1p_Eero_1_05122021_choreo1,29,0,226.369,236.473,233.991,331.803,171.135,331.724,148.483,439.682,133.542,537.546,304.145,331.831,329.39,434.632,336.761,532.676,246.372,535.03,203.724,535.078,211.27,673.087,233.988,781.034,289.002,532.619,288.998,685.637,271.641,843.757,211.263,228.998,238.919,228.915,193.759,248.963,263.96,248.98,269.063,873.914,289.148,873.945,264.033,853.727,228.917,821.224,211.391,813.665,246.488,791.031,0.876891,0.9118539999999999,0.899102,0.843448,0.8580700000000001,0.854395,0.914882,0.8665189999999999,0.724331,0.699982,0.8342539999999999,0.778597,0.7410589999999999,0.7663169999999999,0.7031109999999999,0.975375,0.9008379999999999,0.8986149999999999,0.934828,0.5953,0.6640039999999999,0.523423,0.6975300000000001,0.75546,0.52964,,
1p_Eero_1_05122021_choreo1,30,0,226.38,238.928,233.987,331.753,171.197,331.677,148.581,434.717,133.491,532.682,301.665,331.788,329.335,432.222,334.342,530.159,246.369,532.572,201.298,532.616,211.245,670.678,233.903,783.485,289.012,532.537,289.167,675.634,276.556,831.192,211.279,231.322,238.92,228.95,193.829,249.015,263.963,248.977,276.603,876.379,294.186,871.438,268.973,836.279,231.463,823.711,213.906,816.131,246.395,791.147,0.8741059999999999,0.9158459999999999,0.8926959999999999,0.868989,0.886304,0.850262,0.9339109999999999,0.9042429999999999,0.7425700000000001,0.714553,0.849163,0.7907400000000001,0.7544919999999999,0.819063,0.698016,0.973449,0.906388,0.8766959999999999,0.933615,0.5524479999999999,0.655073,0.591044,0.800904,0.817094,0.5401389999999999,,
1p_Eero_1_05122021_choreo1,31,0,226.36,238.942,236.371,331.759,171.251,331.697,148.606,437.189,133.539,532.596,299.203,331.773,329.303,432.15,334.276,530.066,246.436,530.085,203.812,532.506,211.273,670.523,233.902,778.562,289.008,530.024,289.2,670.5,284.108,811.028,211.272,231.346,238.912,231.276,196.253,249.048,261.538,249.037,286.594,851.298,304.127,848.774,271.526,816.167,233.88,821.187,216.311,813.747,246.366,791.08,0.871269,0.910026,0.886088,0.860838,0.895759,0.849254,0.9365709999999999,0.917094,0.763461,0.732405,0.845587,0.7986000000000001,0.761506,0.828913,0.732186,0.9773369999999999,0.911821,0.8356300000000001,0.926897,0.550249,0.621201,0.640643,0.7840459999999999,0.8150900000000001,0.624516,,
1p_Eero_1_05122021_choreo1,32,0,226.393,241.439,236.419,331.805,173.643,331.747,150.984,434.741,133.561,532.479,301.634,331.811,329.29,432.116,331.924,530.02,246.444,527.57,206.193,529.997,211.259,668.003,233.984,776.04,288.995,527.513,289.16,660.594,286.587,793.63,211.307,231.429,238.952,231.361,196.304,251.419,261.506,251.405,289.107,838.787,306.7,833.708,274.043,806.083,231.447,823.655,213.864,813.721,248.906,788.544,0.8689129999999999,0.905285,0.877219,0.8779239999999999,0.9079659999999999,0.8516619999999999,0.9374429999999999,0.9223319999999999,0.7600439999999999,0.739865,0.834961,0.804649,0.752919,0.8028949999999999,0.789999,0.970795,0.913851,0.830753,0.9162800000000001,0.650816,0.7224900000000001,0.6787829999999999,0.78773,0.822282,0.712598,,
1p_Eero_1_05122021_choreo1,33,0,228.748,243.93,238.885,331.799,176.154,331.739,151.099,429.75,133.618,529.919,301.648,331.829,329.314,432.104,331.868,529.966,246.492,527.51,206.271,529.955,211.331,665.535,233.956,778.55,288.996,525.045,289.187,652.999,288.994,773.588,211.359,231.507,241.384,231.428,198.753,251.5,261.539,251.482,291.542,823.683,309.114,813.709,274.096,788.534,231.36,818.654,211.426,813.637,248.86,791.028,0.883917,0.898073,0.861763,0.891482,0.877672,0.8490700000000001,0.9423809999999999,0.9254359999999999,0.7598739999999999,0.746746,0.827885,0.793642,0.7423909999999999,0.848922,0.808372,0.953218,0.906285,0.8187439999999999,0.905732,0.716221,0.7723749999999999,0.68203,0.772134,0.8557100000000001,0.749678,,
1p_Eero_1_05122021_choreo1,34,0,228.799,246.411,238.946,331.837,178.658,331.798,151.168,429.706,138.516,527.484,301.663,331.838,329.331,432.069,331.825,527.522,248.83,527.552,206.331,529.957,211.358,663.065,236.404,775.977,289.022,527.5,291.666,652.948,289.209,758.468,211.396,233.908,241.468,231.541,201.232,253.97,261.549,251.605,291.603,811.068,309.253,801.066,281.546,768.516,231.442,821.173,213.849,813.705,248.966,786.015,0.906304,0.8915879999999999,0.854128,0.902646,0.849317,0.851155,0.942676,0.912279,0.7705719999999999,0.753336,0.841121,0.807777,0.7545879999999999,0.863359,0.82025,0.935607,0.892941,0.8060069999999999,0.8892200000000001,0.818005,0.7532700000000001,0.621709,0.744038,0.824027,0.717633,,
